"","Threshold","Utility","Specificity","Sensitivity","Precision","F1","Balanced.Accuracy","Chosen"
"1",0.01,0.833333333333333,0,1,0.231388329979879,0.375816993464052,0.5,0
"2",0.02,0.836823734729494,0.0209424083769634,1,0.235173824130879,0.380794701986755,0.510471204188482,0
"3",0.03,0.845113438045375,0.0706806282722513,1,0.24468085106383,0.393162393162393,0.535340314136126,0
"4",0.04,0.854275741710297,0.12565445026178,1,0.256124721603563,0.407801418439716,0.56282722513089,0
"5",0.05,0.863874345549738,0.183246073298429,1,0.269320843091335,0.424354243542435,0.591623036649215,0
"6",0.06,0.87260034904014,0.235602094240838,1,0.282555282555283,0.440613026819923,0.617801047120419,0
"7",0.07,0.879581151832461,0.277486910994764,1,0.294117647058824,0.454545454545455,0.638743455497382,0
"8",0.08,0.889179755671902,0.335078534031414,1,0.311653116531165,0.475206611570248,0.667539267015707,0
"9",0.09,0.896160558464223,0.37696335078534,1,0.325779036827195,0.491452991452991,0.68848167539267,0
"10",0.1,0.902268760907504,0.413612565445026,1,0.339233038348083,0.506607929515419,0.706806282722513,0
"11",0.11,0.907504363001745,0.445026178010471,1,0.351681957186544,0.520361990950226,0.722513089005236,0
"12",0.12,0.914921465968586,0.489528795811518,1,0.370967741935484,0.541176470588235,0.744764397905759,0
"13",0.13,0.917975567190227,0.507853403141361,1,0.37953795379538,0.550239234449761,0.753926701570681,0
"14",0.14,0.922774869109948,0.536649214659686,1,0.393835616438356,0.565110565110565,0.768324607329843,0
"15",0.15,0.929755671902269,0.578534031413613,1,0.416666666666667,0.588235294117647,0.789267015706806,0
"16",0.16,0.93542757417103,0.612565445026178,1,0.437262357414449,0.608465608465608,0.806282722513089,0
"17",0.17,0.93760907504363,0.62565445026178,1,0.445736434108527,0.616621983914209,0.81282722513089,0
"18",0.18,0.942408376963351,0.654450261780105,1,0.465587044534413,0.635359116022099,0.827225130890052,0
"19",0.19,0.945898778359511,0.675392670157068,1,0.481171548117155,0.649717514124294,0.837696335078534,0
"20",0.2,0.951570680628272,0.709424083769634,1,0.508849557522124,0.674486803519062,0.854712041884817,0
"21",0.21,0.948251005387359,0.732984293193717,0.991304347826087,0.527777777777778,0.688821752265861,0.862144320509902,0
"22",0.22,0.949996206085439,0.743455497382199,0.991304347826087,0.537735849056604,0.697247706422018,0.867379922604143,0
"23",0.23,0.9534866074816,0.764397905759162,0.991304347826087,0.558823529411765,0.714733542319749,0.877851126792625,0
"24",0.24,0.95610440852872,0.780104712041885,0.991304347826087,0.575757575757576,0.728434504792332,0.885704529933986,0
"25",0.25,0.95654070870324,0.782722513089005,0.991304347826087,0.578680203045685,0.730769230769231,0.887013430457546,0
"26",0.26,0.95872220957584,0.795811518324607,0.991304347826087,0.59375,0.742671009771987,0.893557933075347,0
"27",0.27,0.945974656650732,0.806282722513089,0.973913043478261,0.602150537634409,0.744186046511628,0.890097882995675,0
"28",0.28,0.949028757872373,0.824607329842932,0.973913043478261,0.625698324022346,0.761904761904762,0.899260186660596,0
"29",0.29,0.949901358221413,0.829842931937173,0.973913043478261,0.632768361581921,0.767123287671233,0.901877987707717,0
"30",0.3,0.951646558919493,0.840314136125654,0.973913043478261,0.647398843930636,0.777777777777778,0.907113589801958,0
"31",0.31,0.953391759617573,0.850785340314136,0.973913043478261,0.662721893491124,0.788732394366197,0.912349191896199,0
"32",0.32,0.955136960315654,0.861256544502618,0.973913043478261,0.678787878787879,0.8,0.917584793990439,0
"33",0.33,0.956445860839214,0.869109947643979,0.973913043478261,0.691358024691358,0.808664259927798,0.92151149556112,0
"34",0.34,0.957754761362774,0.87696335078534,0.973913043478261,0.70440251572327,0.817518248175182,0.925438197131801,0
"35",0.35,0.959063661886334,0.884816753926702,0.973913043478261,0.717948717948718,0.826568265682657,0.929364898702481,0
"36",0.36,0.959063661886334,0.884816753926702,0.973913043478261,0.717948717948718,0.826568265682657,0.929364898702481,0
"37",0.37,0.959936262235375,0.890052356020942,0.973913043478261,0.727272727272727,0.83271375464684,0.931982699749602,0
"38",0.38,0.961681462933455,0.900523560209424,0.973913043478261,0.746666666666667,0.845283018867925,0.937218301843842,0
"39",0.39,0.963426663631535,0.910994764397906,0.973913043478261,0.767123287671233,0.85823754789272,0.942453903938083,0
"40",0.4,0.963862963806055,0.913612565445026,0.973913043478261,0.772413793103448,0.861538461538462,0.943762804461644,0
"41",0.41,0.966044464678656,0.926701570680628,0.973913043478261,0.8,0.87843137254902,0.950307307079445,0
"42",0.42,0.958798087867061,0.926701570680628,0.965217391304348,0.798561151079137,0.874015748031496,0.945959480992488,0
"43",0.43,0.959234388041581,0.929319371727749,0.965217391304348,0.804347826086957,0.877470355731225,0.947268381516048,0
"44",0.44,0.959670688216101,0.931937172774869,0.965217391304348,0.81021897810219,0.880952380952381,0.948577282039608,0
"45",0.45,0.960543288565141,0.93717277486911,0.965217391304348,0.822222222222222,0.888,0.951195083086729,0
"46",0.46,0.960543288565141,0.93717277486911,0.965217391304348,0.822222222222222,0.888,0.951195083086729,0
"47",0.47,0.953296911753547,0.93717277486911,0.956521739130435,0.82089552238806,0.883534136546185,0.946847256999772,0
"48",0.48,0.953733211928067,0.93979057591623,0.956521739130435,0.827067669172932,0.887096774193548,0.948156157523333,0
"49",0.49,0.955478412626148,0.950261780104712,0.956521739130435,0.852713178294574,0.901639344262295,0.953391759617573,0
"50",0.5,0.955478412626148,0.950261780104712,0.956521739130435,0.852713178294574,0.901639344262295,0.953391759617573,0
"51",0.51,0.955478412626148,0.950261780104712,0.956521739130435,0.852713178294574,0.901639344262295,0.953391759617573,0
"52",0.52,0.956351012975188,0.955497382198953,0.956521739130435,0.866141732283465,0.909090909090909,0.956009560664694,0
"53",0.53,0.956787313149708,0.958115183246073,0.956521739130435,0.873015873015873,0.912863070539419,0.957318461188254,0
"54",0.54,0.957223613324228,0.960732984293194,0.956521739130435,0.88,0.916666666666667,0.958627361711814,1
"55",0.55,0.94360346005008,0.965968586387435,0.939130434782609,0.892561983471074,0.915254237288136,0.952549510585022,0
"56",0.56,0.936357083238486,0.965968586387435,0.930434782608696,0.891666666666667,0.91063829787234,0.948201684498065,0
"57",0.57,0.936357083238486,0.965968586387435,0.930434782608696,0.891666666666667,0.91063829787234,0.948201684498065,0
"58",0.58,0.929110706426891,0.965968586387435,0.921739130434783,0.890756302521008,0.905982905982906,0.943853858411109,0
"59",0.59,0.914617952803703,0.965968586387435,0.904347826086957,0.888888888888889,0.896551724137931,0.935158206237195,0
"60",0.6,0.915054252978223,0.968586387434555,0.904347826086957,0.896551724137931,0.9004329004329,0.936467106760756,0
"61",0.61,0.900561499355034,0.968586387434555,0.88695652173913,0.894736842105263,0.890829694323144,0.927771454586843,0
"62",0.62,0.900997799529555,0.971204188481675,0.88695652173913,0.902654867256637,0.894736842105263,0.929080355110403,0
"63",0.63,0.89418772289248,0.973821989528796,0.878260869565217,0.90990990990991,0.893805309734513,0.926041429547007,0
"64",0.64,0.89418772289248,0.973821989528796,0.878260869565217,0.90990990990991,0.893805309734513,0.926041429547007,0
"65",0.65,0.89418772289248,0.973821989528796,0.878260869565217,0.90990990990991,0.893805309734513,0.926041429547007,0
"66",0.66,0.887377646255406,0.976439790575916,0.869565217391304,0.917431192660551,0.892857142857143,0.92300250398361,0
"67",0.67,0.881003869792852,0.981675392670157,0.860869565217391,0.933962264150943,0.895927601809955,0.921272478943774,0
"68",0.68,0.873757492981258,0.981675392670157,0.852173913043478,0.933333333333333,0.890909090909091,0.916924652856818,0
"69",0.69,0.866511116169664,0.981675392670157,0.843478260869565,0.932692307692308,0.885844748858447,0.912576826769861,0
"70",0.7,0.844771985734881,0.981675392670157,0.817391304347826,0.930693069306931,0.87037037037037,0.899533348508992,0
"71",0.71,0.830715532286213,0.984293193717278,0.8,0.938775510204082,0.863849765258216,0.892146596858639,0
"72",0.72,0.831151832460733,0.986910994764398,0.8,0.948453608247423,0.867924528301887,0.893455497382199,0
"73",0.73,0.80941270202595,0.986910994764398,0.773913043478261,0.946808510638298,0.851674641148325,0.880412019121329,0
"74",0.74,0.787673571591168,0.986910994764398,0.747826086956522,0.945054945054945,0.83495145631068,0.86736854086046,0
"75",0.75,0.780427194779573,0.986910994764398,0.739130434782609,0.944444444444444,0.829268292682927,0.863020714773503,0
"76",0.76,0.766807041505425,0.992146596858639,0.721739130434783,0.965116279069767,0.825870646766169,0.856942863646711,0
"77",0.77,0.759996964868351,0.994764397905759,0.71304347826087,0.976190476190476,0.824120603015075,0.853903938083314,0
"78",0.78,0.745504211245163,0.994764397905759,0.695652173913043,0.975609756097561,0.812182741116751,0.845208285909401,0
"79",0.79,0.738257834433569,0.994764397905759,0.68695652173913,0.975308641975309,0.806122448979592,0.840860459822445,0
"80",0.8,0.72376508081038,0.994764397905759,0.669565217391304,0.974683544303797,0.793814432989691,0.832164807648532,0
"81",0.81,0.72376508081038,0.994764397905759,0.669565217391304,0.974683544303797,0.793814432989691,0.832164807648532,0
"82",0.82,0.716955004173306,0.99738219895288,0.660869565217391,0.987012987012987,0.791666666666667,0.829125882085135,0
"83",0.83,0.702898550724638,1,0.643478260869565,1,0.783068783068783,0.821739130434783,0
"84",0.84,0.681159420289855,1,0.617391304347826,1,0.763440860215054,0.808695652173913,0
"85",0.85,0.666666666666667,1,0.6,1,0.75,0.8,0
"86",0.86,0.644927536231884,1,0.573913043478261,1,0.729281767955801,0.78695652173913,0
